,Sentence,Polarity,Subjectivity
0,"Breaking News, Latest News and Videos | CNN                                                                     CNN values your feedback                                                             1.",0.5,0.9
1,How relevant is this ad to you?,0.4,0.9
2,2.,0.0,0.0
3,Did you encounter any technical issues?,0.0,0.1
4,Video player was slow to load content                                                                                                                                                     Video content never loaded                                                                                                                                                     Ad froze or did not finish loading                                                                                                                                                     Video content did not start after ad                                                                                                                                                     Audio on ad was too loud                                                                                                                                                     Other issues,-0.10833333333333335,0.525
5,Ad never loaded                                                                                                                                                     Ad prevented slowed the page from loading                                                                                                                                                     Content moved around while ad loaded                                                                                                                                                     Ad was repetitive to ads Ive seen previously                                                                                                                                                     Other issues                                                                                                                                             Cancel                                                                                                           Submit                                                       Thank You!,-0.203125,0.3125
6,Your effort and contribution in providing this feedback is much                                         appreciated.,0.2,0.1
7,"Close                                             Ad Feedback                Close icon                                                  US                                                          World                                                          Politics                                                          Business                                                          Health                                                          Entertainment                                                          Style                                                          Travel                                                          Sports                                                          Science                                                          Climate                                                          Weather                                                          Ukraine-Russia War                                                          Israel-Hamas War                                                          Underscored                                                          Games                                            More                                                US                                             World                                             Politics                                             Business                                             Health                                             Entertainment                                             Style                                             Travel                                             Sports                                             Science                                             Climate                                             Weather                                             Ukraine-Russia War                                             Israel-Hamas War                                             Underscored                                             Games                                          Watch                         Listen                         Live TV                              Subscribe                                Sign in                 My Account               Settings                       Newsletters                       Topics You Follow                          Sign Out              Your CNN account Sign in to your CNN account                                   Sign in                 My Account               Settings                       Newsletters                       Topics You Follow                          Sign Out              Your CNN account Sign in to your CNN account                   Live TV                         Listen                         Watch                                Edition                                    US                                       International                                       Arabic                                       Español                                      Edition                        US                                       International                                       Arabic                                       Español                                   US                       Crime + Justice                         World                       Africa                           Americas                           Asia                           Australia                           China                           Europe                           India                           Middle East                           United Kingdom                         Politics                       SCOTUS                           Congress                           Facts First                           2024 Elections                         Business                       Tech                           Media                           Calculators                           Videos                         Markets                       Pre-markets                           After-Hours                           Fear & Greed                           Investing                           Markets Now                           Nightcap                         Health                       Life, But Better                           Fitness                           Food                           Sleep                           Mindfulness                           Relationships                         Entertainment                       Movies                           Television                           Celebrity                         Tech                       Innovate                           Foreseeable Future                           Mission: Ahead                           Work Transformed                           Innovative Cities                         Style                       Arts                           Design                           Fashion                           Architecture                           Luxury                           Beauty                           Video                         Travel                       Destinations                           Food & Drink                           Stay                           Videos                         Sports                       Pro Football                           College Football                           Basketball                           Baseball                           Soccer                           Olympics                           Hockey                         Science                       Space                           Life                           Unearthed                         Climate                       Solutions                           Weather                         Weather                       Video                           Climate                         Ukraine-Russia War                     Israel-Hamas War                     Watch                       Live TV                           CNN Headlines                           CNN Shorts                           Shows A-Z                           CNN10                           CNN Max                           CNN TV Schedules                           FlashDocs                         Listen                       CNN 5 Things                           Chasing Life with Dr. Sanjay Gupta                           The Assignment with Audie Cornish                           One Thing                           Tug of War                           CNN Political Briefing                           The Axe Files                           All There Is with Anderson Cooper                           All CNN Audio podcasts                         CNN Underscored                       Electronics                           Fashion                           Beauty                           Health & Fitness                           Home                           Reviews                           Deals                           Gifts                           Travel                           Outdoors                           Pets                         Games                       CNN Crossword                           Jumble Crossword                           Photo Shuffle                           Sudoblock                           Sudoku                           5 Things Quiz                         About CNN                       Subscribe                           Photos                           Investigations                           CNN Profiles                           CNN Leadership                           CNN Newsletters                           Work for CNN                    Follow CNN                                                                       Live Updates Trump presidency          IM-2 moon landing          SpaceX launch          Trending Department of Education          Rep. Al Green          401(k)s in 2024          Seed oils          Millie Bobby Brown                                 Trump to hold biweekly Cabinet sessions with Musk Show all                   •           Live Updates          Live Updates    Getty Images          Live Updates The president pushed for a ‘precise’ approach to federal workforce cuts and rebuffed the idea that Elon Musk and DOGE have been moving too quickly          Analysis Trump’s plan for government: ‘maximum’ cuts he can get away with          Trump administration will reopen large migrant family detention center in Texas          Trump’s pick to lead FDA tells senators he’d look into food, abortion pill, vaccine advisers                             •           Video          1:26    Sénat via YouTube          Video French politician takes aim at President Trump 1:26                 •           Video          3:24    CNN          Video ‘My jaw is dropped’: Canadian official’s interview stuns Amanpour 3:24              Al Drago Bloomberg Getty Images         Crisis responders who answer veterans hotline warn of ‘a lapse in the mission’ under Trump                                  Amanda Loman AP File         Trump’s Canadian tariffs include lumber.",0.15237111373475007,0.37213203463203454
8,He is pushing to cut down American trees instead.,-0.07777777777777779,0.14444444444444446
9,"Wall Street’s rocky week continues with tariff uncertainty          Trump delays some tariffs on Mexico and Canada until April          Jack Daniel’s parent company says Canada pulling booze off shelves is even worse than tariffs                             •           Analysis          Analysis    Jabin Botsford The Washington Post Getty Images          Analysis Wall Street is turning its back on Elon Musk          Analysis Trump and Musk are trying to take America private          Elon Musk’s Starlink could soon tap into $42 billion federal program                                          CNN Headlines                    - Source:                              CNN          Watch the latest CNN Headlines                       CNN Headlines is a curated channel covering major news events across politics, international, business, and entertainment, and showcasing the most impactful stories of the day.",0.09464285714285714,0.4107142857142857
