,Sentence,Polarity,Subjectivity
0,"Breaking News, Latest News and Videos | CNN                                                                     CNN values your feedback                                                             1.",0.5,0.9
1,How relevant is this ad to you?,0.4,0.9
2,2.,0.0,0.0
3,Did you encounter any technical issues?,0.0,0.1
4,Video player was slow to load content                                                                                                                                                     Video content never loaded                                                                                                                                                     Ad froze or did not finish loading                                                                                                                                                     Video content did not start after ad                                                                                                                                                     Audio on ad was too loud                                                                                                                                                     Other issues,-0.10833333333333335,0.525
5,Ad never loaded                                                                                                                                                     Ad prevented slowed the page from loading                                                                                                                                                     Content moved around while ad loaded                                                                                                                                                     Ad was repetitive to ads Ive seen previously                                                                                                                                                     Other issues                                                                                                                                             Cancel                                                                                                           Submit                                                       Thank You!,-0.203125,0.3125
6,Your effort and contribution in providing this feedback is much                                         appreciated.,0.2,0.1
7,"Close                                             Ad Feedback                Close icon                                                  US                                                          World                                                          Politics                                                          Business                                                          Health                                                          Entertainment                                                          Style                                                          Travel                                                          Sports                                                          Science                                                          Climate                                                          Weather                                                          Ukraine-Russia War                                                          Israel-Hamas War                                                          Underscored                                                          Games                                            More                                                US                                             World                                             Politics                                             Business                                             Health                                             Entertainment                                             Style                                             Travel                                             Sports                                             Science                                             Climate                                             Weather                                             Ukraine-Russia War                                             Israel-Hamas War                                             Underscored                                             Games                                          Watch                         Listen                         Live TV                              Subscribe                                Sign in                 My Account               Settings                       Newsletters                       Topics You Follow                          Sign Out              Your CNN account Sign in to your CNN account                                   Sign in                 My Account               Settings                       Newsletters                       Topics You Follow                          Sign Out              Your CNN account Sign in to your CNN account                   Live TV                         Listen                         Watch                                Edition                                    US                                       International                                       Arabic                                       Español                                      Edition                        US                                       International                                       Arabic                                       Español                                   US                       Crime + Justice                         World                       Africa                           Americas                           Asia                           Australia                           China                           Europe                           India                           Middle East                           United Kingdom                         Politics                       SCOTUS                           Congress                           Facts First                           2024 Elections                         Business                       Tech                           Media                           Calculators                           Videos                         Markets                       Pre-markets                           After-Hours                           Fear & Greed                           Investing                           Markets Now                           Nightcap                         Health                       Life, But Better                           Fitness                           Food                           Sleep                           Mindfulness                           Relationships                         Entertainment                       Movies                           Television                           Celebrity                         Tech                       Innovate                           Foreseeable Future                           Mission: Ahead                           Work Transformed                           Innovative Cities                         Style                       Arts                           Design                           Fashion                           Architecture                           Luxury                           Beauty                           Video                         Travel                       Destinations                           Food & Drink                           Stay                           Videos                         Sports                       Pro Football                           College Football                           Basketball                           Baseball                           Soccer                           Olympics                           Hockey                         Science                       Space                           Life                           Unearthed                         Climate                       Solutions                           Weather                         Weather                       Video                           Climate                         Ukraine-Russia War                     Israel-Hamas War                     Watch                       Live TV                           CNN Headlines                           CNN Shorts                           Shows A-Z                           CNN10                           CNN Max                           CNN TV Schedules                           FlashDocs                         Listen                       CNN 5 Things                           Chasing Life with Dr. Sanjay Gupta                           The Assignment with Audie Cornish                           One Thing                           Tug of War                           CNN Political Briefing                           The Axe Files                           All There Is with Anderson Cooper                           All CNN Audio podcasts                         CNN Underscored                       Electronics                           Fashion                           Beauty                           Health & Fitness                           Home                           Reviews                           Deals                           Gifts                           Travel                           Outdoors                           Pets                         Games                       CNN Crossword                           Jumble Crossword                           Photo Shuffle                           Sudoblock                           Sudoku                           5 Things Quiz                         About CNN                       Subscribe                           Photos                           Investigations                           CNN Profiles                           CNN Leadership                           CNN Newsletters                           Work for CNN                    Follow CNN                                                                       Live Updates Trump presidency          Trending Tariffs, explained          Target boycott          Gene Hackman and Betsy Arakawa          Blue Ghost          2026 World Cup final          Taco Bell                                 Trump administration plans to cut over 70,000 jobs at VA Show all                Al Drago Bloomberg Getty Images         Veterans Affairs has been told to work with DOGE to ‘resize’ the workforce, according to an internal memo obtained by CNN          Takeaways from the Supreme Court’s early rulings on Trump’s budget cuts and firing power          Republicans push Musk to let Congress vote on DOGE cuts          Trump’s NIH pick grilled on research funding cuts in Senate hearing                          Jose",0.14090909090909087,0.3504901960784313
8,"Luis Magana AP File         USDA employees fired en masse by Trump administration reinstated, workers’ board says                 •           Video          3:24    CNN Getty Images          Video Hear what stood out to CNN’s Paula Reid about the Supreme Court’s decision",0.0,0.0
9,3:24              Kayla Bartkowski Getty Images         Mayors of 4 ‘sanctuary cities’ defend approach to immigration enforcement during House hearing                                  Mauricio Palos Bloomberg Getty Images         Trump delays auto tariffs on Mexico and Canada for one month          Live Updates Trump says Trudeau’s efforts to stop US tariffs are ‘not good enough’          Will you pay more for gas under the new Canada tariffs?,0.08454545454545455,0.510909090909091
