,Sentence,Polarity,Subjectivity
0,"India has usually turned to economic reforms in times of distress, with the most famous example being 1991, when the country embraced liberalisation in the face of a deep financial crisis.",0.15833333333333333,0.39166666666666666
1,"Now, with US President Donald Trump's tit-for-tat tariff wars and the global trade upheaval that has followed, many believe that India finds itself at another crossroad.",0.25,0.25
2,"Could this be a major opportunity for the world's fifth largest economy to shed its protectionism and further open up its economy? Will India seize the moment, just as it did more than three decades ago, or will it retreat further?",0.1125,0.5
3,"Trump has repeatedly branded India a ""tariff king"" and a ""big abuser"" of trade ties. The problem is that India's trade-weighted import duties - the average duty rate per imported product - are among the highest in the world. The US average tariff is 2.2%, China's is 3% and Japan's is 1.7%. India's stands at a whopping 12%, according to data from the World Trade Organization.",-0.09999999999999999,0.3
4,"High tariffs increase costs for companies dependent on global value chains, hindering their ability to compete in international markets. They also mean that Indians pay more on imported goods than foreign consumers. Despite growing exports - primarily driven by services - India runs a significant trade deficit. However, with India's share of global exports at a mere 1.5%, the challenge becomes even more urgent.",0.09068181818181818,0.38431818181818184
5,"The jury is out on whether Trump's tariff war will help India break free or double down on protectionism. Narendra Modi's government, often criticised for its protectionist stance, seems to have shifted gears in recent years.",0.06111111111111111,0.33472222222222225
6,"Last month, ahead of Prime Minister Modi's meeting with Trump in Washington, India unilaterally lowered tariffs on Bourbon whiskey, motorcycles and some other US products.",-0.20833333333333334,0.38055555555555554
7,"Commerce Minister Piyush Goyal has made two trips to the US to discuss a potential trade deal, following Trump's threatened retaliatory tariffs, looming on 2 April. (Citi Research analysts estimate India could lose up to $7bn annually from reciprocal tariffs, primarily affecting sectors like metals, chemicals and jewellery, with pharmaceuticals, automobiles and food products also at risk.)",0.13333333333333333,0.5333333333333333
8,"Last week, Goyal urged Indian exporters to ""come out of their protectionist mindset and encouraged them to be bold and ready to deal with the world from a position of strength and self-confidence"", according to a statement from his ministry.",0.17777777777777778,0.41111111111111115
9,"India is also actively pursuing free trade deals with several countries, including the UK and New Zealand, and the European Union.",0.08060606060606061,0.3709090909090909
10,"In an interesting turn of events, homegrown telecoms giants Reliance Jio and Bharti Airtel have teamed up with Trump ally Elon Musk's SpaceX to launch satellite internet services via Starlink in India. The move surprised analysts, especially after Musk's recent clashes with both companies, and came as US and Indian officials negotiate the trade deal.",0.15,0.6625
11,"India's rapid growth from the late 1990s to the 2000s - 8.1% between 2004-2009 and 7.46% from 2009-2014 - was in large part driven by its gradual integration into global markets, particularly in pharmaceuticals, software, autos, textiles and garments, alongside a steady reduction in tariffs. Since then, India has turned inwards.",0.04952380952380952,0.37238095238095237
12,"Many economists believe that protectionist policies over the past decade have undermined Modi's Make in India initiative, which prioritised capital- and technology-intensive sectors over labour-intensive ones like textiles. As a result, it has struggled to boost manufacturing and exports.",0.125,0.375
13,"High tariffs have also fostered protectionism in several Indian industries, discouraging investments in efficiency, according to Viral Acharya, a professor of economics at New York University Stern School of Business.",0.0987878787878788,0.3315151515151515
14,"This has allowed ""cosy incumbents"" to gain market power by consolidating their positions without facing much competition. As Mr Acharya, a former central banker, noted in a paper by Brookings Institution, restoring industrial balance in India requires ""reducing tariffs to increase the country's share of global goods trade and reduce protectionism"".",0.05,0.1125
15,"With India's tariffs already higher than those of most countries, further increases could be especially damaging.",0.1875,0.625
16,"""We need to boost exports and a tit-for-tat tariff war won't help us. China can afford this strategy due to its massive export base, but we can't, as we hold only a small share of the global market,"" Rajeswari Sengupta, an associate professor of economics at Mumbai-based Indira Gandhi Institute of Development Research, said.  ""A trade conflict could hurt us more than others.""",-0.09642857142857143,0.6107142857142858
17,"In light of this, India finds itself at a crossroad. As the world undergoes a major shift, India has a ""unique opportunity to shape a new vision"" for global trade, says Aseema Sinha, a trade expert at Claremont McKenna College.",0.19477272727272726,0.530909090909091
18,"By lowering protectionist barriers in South Asia and strengthening ties with Southeast Asia and the Middle East, India has the chance to lead in shaping a new trade vision, positioning itself as a key player in a ""re-globalised"" world, Ms Sinha, author of Globalising India, says.",0.04545454545454545,0.48484848484848486
19,"""By reducing tariffs, India could become the regional and cross-regional magnet for trade and economic activity, drawing in varied powers in its orbit,"" she adds.",0.2,0.2
20,"That could help India create the jobs it desperately needs at home. Agriculture, which makes up 15% of its GDP, accounts for a whopping 40% of employment, reflecting extremely low productivity. Construction remains the second-largest employer, absorbing casual daily workers.",-0.18000000000000002,0.6233333333333333
21,"India's challenge isn't in expanding its thriving service sector, which already makes up nearly half of total exports, but in dealing with the large pool of unskilled workers who lack the basic skills needed for service jobs.",0.011904761904761904,0.3675595238095238
22,"""While high-end services are thriving, the majority of the workforce remains uneducated and underemployed, often relegated to construction or informal jobs. To provide meaningful employment to millions entering the workforce each year, India must ramp up its manufacturing exports, as relying solely on services won't address the needs of the unskilled labour force,"" says Ms Sengupta.",0.5,0.5
23,"One concern is that reducing tariffs could lead to dumping, where foreign companies flood the market with cheap goods, potentially harming domestic industries.",0.06875,0.48125
24,"According to Ms Sengupta, India's ideal approach to trade would involve a ""universal reduction"" in import tariffs, as it currently has some of the highest tariffs among its trading partners.",0.3,0.4666666666666666
25,"However, there is a caveat: China's trade struggles, particularly with the US due to the ongoing trade war, could lead to Chinese dumping in India in the ""short run"".",0.010416666666666664,0.2520833333333333
26,"""To protect against this, India can use non-tariff barriers against China but only against this one country and only in cases of proven dumping. Barring that, it is in India's interest to do a wholesale slashing of tariffs,"" she says.",0.0,1.0
27,There's also a growing concern that India may be overcompensating in its efforts to flatter the US.,0.0,0.0
28,"Ajay Srivastava, founder of the Global Trade Research Initiative (GTRI), believes that India's tendency to soften trade policies ""based on rhetoric rather than economic pressure"" shows a lack of assertiveness in global trade talks.",0.06666666666666667,0.06666666666666667
29,"If this trend continues, he says, India may end up making even more compromises in its trade deal with the US, further ""eroding its bargaining power"".",0.25,0.5
30,"""In comparison to other major economies, India's pre-emptive surrender on multiple trade fronts - without the US imposing a single country-specific tariff - makes it appear exceptionally vulnerable to pressure tactics.""",-0.12678571428571428,0.31785714285714284
31,"The broader consensus seems to be that India should capitalise on what could be the unintended consequences of Trump's tariff wars. Pranjul Bhandari, chief India economist at HSBC, believes that ""potential US tariffs may have become a catalyst for reforms."".",0.0,1.0
32,"""If supply chains are rejigged again during the second Trump presidency due to higher tariffs on large exporters, and the world looks for new producers, India may get a second chance,"" she writes.",0.07927489177489178,0.2930194805194805
33,"Creating jobs that manufacture goods for the world won't be easy. India has largely missed the bus on low-end, unskilled factory work - jobs China dominated for decades. Automation is taking over. Without deeper reforms, India risks being left behind.",0.06190476190476191,0.49047619047619045
34,Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.,-0.03333333333333333,0.25
35,,0.0,0.0
36,"The mysterious force called Dark Energy, which drives the expansion of the Universe, might be changing in a way that challenges our current understanding of time and space, scientists have found.",-0.049999999999999996,0.6
37,Some of them believe that they may be on the verge of one of the biggest discoveries in astronomy for a generation - one that could force a fundamental rethink.,0.0,0.0
38,This early-stage finding is at odds with the current theory which was developed in part by Albert Einstein.,0.05,0.35
39,"More data is needed to confirm these results, but even some of the most cautious and respected researchers involved in the study, such as Prof Ofer Lahav, from University College London, are being swept up by the mounting evidence.",0.3333333333333333,0.5
40,"""It is a dramatic moment,"" he told BBC News.",-0.4333333333333333,0.6
41,"""We may be witnessing a paradigm shift in our understanding of the Universe.""",0.0,0.0
42,"The discovery of Dark Energy in 1998 was in itself shocking. Up until then the view had been that after the Big Bang, which created the Universe, its expansion would slow down under the force of gravity.",-0.3211111111111111,0.4377777777777777
43,"But observations by US and Australian scientists found that it was actually speeding up. They had no idea what the force driving this was, so they gave it a name signifying their lack of understanding - Dark Energy.",-0.049999999999999996,0.16666666666666666
44,,0.0,0.0
45,Although we don't know what Dark Energy is - it is one of the greatest mysteries in science - astronomers can measure it and whether it is changing by observing the acceleration of galaxies away from each other at different points in the history of the Universe.,0.18125,0.59375
46,"Several experiments were built to find answers, including the Dark Energy Spectroscopic Instrument (DESI) at the Kitt Peak National Observatory near Tucson Arizona. It consists of 5,000 optical fibres, each one of which is a robotically controlled telescope scanning galaxies at high speed.",0.027500000000000004,0.33499999999999996
47,"Last year, when DESI researchers found hints that the force exerted by dark energy had changed over time, many scientists thought that it was a blip in the data which would go away.",0.11666666666666665,0.32222222222222224
48,"Instead, a year on, that blip has grown.",0.0,0.0
49,"""The evidence is stronger now than it was,"" said Prof Seshadri Nadathur at the University of Portsmouth",0.0,0.0
50,"""We've also performed many additional tests compared to the first year, and they're making us confident that the results aren't driven by some unknown effect in the data that we haven't accounted for,"" he said.",0.2875,0.5666666666666667
51,"The data has not yet passed the threshold of being described as a discovery, but has led many astronomers, such as Scotland's Astronomer Royal, Prof Catherine Heymans, of Edinburgh University, to sit up and take notice.",0.25,0.5
52,"""Dark Energy appears to be even weirder than we thought,"" she told BBC News.",-0.15,0.4
53,"""In 2024 the data was quite new, no-one was quite sure of it and people thought more work needed to be done.",0.37878787878787873,0.6144781144781145
54,"""But now, there's more data, and a lot of scrutiny by the scientific community, so, while there is still a chance that the 'blip' may go away, there's also a possibility that we might be edging to a really big discovery.""",0.25,0.3
55,So what is causing the variation?,0.0,0.0
56,"""No one knows!"" Prof Lahav admits, cheerfully.",0.4,1.0
57,"""If this new result is correct, then we need to find the mechanism that causes the variation and that might mean a brand new theory, which makes this so exciting.""",0.06505681818181817,0.5991477272727272
58,"DESI will continue to take more data over the next two years, with plans to measure roughly 50 million galaxies and other bright objects, in an effort to nail down whether their observations are unequivocally correct.",0.1365740740740741,0.39398148148148143
59,"""We're in the business of letting the Universe tell us how it works, and maybe it is telling us it's more complicated than we thought it was,"" said Andrei Cuceu, a postdoctoral researcher at the Lawrence Berkeley National Lab, in California.",0.0,0.75
60,"More details on the nature of Dark Energy will be obtained by the European Space Agency's (ESA) Euclid mission, a space telescope which will probe further than DESI and obtain even greater detail. It was launched in 2023 and ESA released the new images from the spacecraft today.",0.1643939393939394,0.3924242424242424
61,"The DESI collaboration involves more than 900 researchers from more than 70 institutions, around the world, including Durham, UCL and Portsmouth University from the UK.",0.5,0.5
62,Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.,-0.03333333333333333,0.25
63,,0.0,0.0
64,Indonesia's parliament has passed controversial changes to legislation that will allow its military a bigger role in government.,0.15000000000000002,0.5166666666666667
65,"Critics warn that the move could return Indonesia to the dark days of Suharto's military dictatorship, which lasted 32 years until he was forced out of office in 1998.",-0.18333333333333335,0.2333333333333333
66,The revisions backed by President Prabowo Subianto - a former special forces commander and Suharto's son-in-law - allow military officers to take up positions in government without first retiring or resigning from the armed forces.,0.12678571428571428,0.2511904761904762
67,Hundreds of pro-democracy activists have camped outside parliament since Wednesday evening to protest at the changes.,0.0,0.05
68,"""The essence of democracy is that the military should not engage in politics. The military should only manage barracks and national defence,"" said Wilson, an activist with the Indonesian Association of Families of the Disappeared (KontraS), a group advocating for activists who disappeared during a crackdown in 1997 and 1998.",-0.06666666666666667,0.39999999999999997
69,"""Since 1998, there has been a creeping murder of democracy. And today marks its peak. Democracy has been killed by the House of Representatives,"" Wilson told the BBC.",-0.2,0.0
70,"The revisions allow active military personnel to hold positions in 14 civilian institutions, up from 10. They also raise retirement age by several years for most ranks. Highest-ranking four-star generals can now serve until 63, up from 60.",0.06666666666666667,0.3
71,"By Thursday evening, the crowd of protesters outside parliament had grown to nearly a thousand. ""Return the military to the barracks!"" ""Against militarism and oligarchy,"" read the banners they held.",-0.008333333333333331,0.18333333333333335
72,Police officers and military personnel stood guard around the protesters.,-0.1,0.1
73,"While there have been efforts over the past 25 years to limit the military's involvement in politics and governance, local human rights watchdog Imparsial found that nearly 2,600 active-duty officers were serving in civilian roles even before the law's revision.",-0.049999999999999996,0.16999999999999998
74,"The changes signal a ""broader consolidation of power"" under Prabowo, said Dedi Dinarto, lead Indonesia analyst at public policy advisory firm Global Counsel.",-0.06666666666666667,0.15555555555555556
